33;88
78;96
84;59
75;77
23;59
89;82
24;4
83;89
54;70
44;80
78;91
48;22
22;1
68;30
80;41
40;59
83;25
96;40
57;30
14;67
40;33
10;88
61;39
15;36
43;79
14;53
31;1
34;2
85;78
4;98
13;15
85;99
38;25
62;8
49;76
99;26
88;58
77;80
40;8
67;58
49;74
60;96
27;80
3;10
15;25
59;95
85;3
23;17
52;0
98;50
78;39
27;54
26;8
85;30
90;36
24;7
19;9
55;33
97;69
15;44
89;90
51;20
78;42
90;23
7;39
8;71
5;74
47;87
56;84
46;6
68;12
73;87
30;58
82;58
49;13
35;20
81;42
3;0
17;66
4;66
2;43
3;1
91;63
37;80
13;7
53;58
83;36
88;17
74;46
30;94
25;12
21;89
3;46
52;92
71;6
81;41
26;73
41;7
4;83
90;1
