95;16
58;75
39;25
34;88
83;60
77;25
65;46
87;17
67;31
5;51
81;82
51;97
43;72
41;28
3;1
81;17
13;99
46;31
55;31
33;53
83;8
53;91
33;71
16;44
4;21
64;84
29;74
76;43
44;26
23;61
12;66
90;22
70;20
99;27
89;60
52;89
23;83
96;69
65;13
9;79
81;96
33;90
85;57
15;38
68;77
98;37
40;9
44;35
9;69
81;44
72;14
46;45
50;15
80;36
10;8
57;54
3;11
62;31
26;12
53;49
33;12
70;3
50;77
61;88
84;56
85;96
30;37
35;70
66;58
14;74
89;7
15;40
20;24
20;80
81;6
44;40
33;51
82;64
63;49
4;77
55;26
35;20
29;31
64;57
75;94
79;58
82;80
2;15
25;54
83;13
82;45
88;7
88;50
38;54
40;93
68;65
34;99
48;85
80;46
33;89
