45;22
32;27
31;90
21;5
97;96
58;23
96;1
12;53
52;77
33;7
15;68
34;2
9;90
31;60
5;19
60;53
21;97
77;36
88;41
57;43
79;25
7;54
47;66
79;85
49;86
50;55
53;3
49;39
42;1
83;8
70;29
69;42
72;18
33;39
84;66
95;45
89;5
5;46
64;65
66;95
84;33
73;42
3;97
55;95
56;70
98;33
11;98
40;10
34;33
32;49
16;17
64;56
9;43
61;37
42;76
47;76
92;43
71;26
21;46
64;85
64;15
61;80
93;86
69;55
11;74
89;24
25;41
38;92
45;64
64;6
8;68
81;94
62;94
85;87
66;11
14;80
84;38
48;58
21;76
70;64
19;89
97;56
70;1
66;37
77;63
10;83
42;88
88;61
56;60
24;50
54;73
3;81
73;37
71;97
89;37
46;31
8;37
98;10
50;81
7;81
