10;2
10;30
10;31
10;59
10;63
10;83
10;84
16;21
16;3
16;38
16;57
16;58
16;6
16;87
16;97
16;98
23;1
23;18
23;20
23;36
23;69
23;72
23;74
23;77
23;90
27;30
27;42
27;47
27;48
27;55
27;59
27;63
27;71
27;79
27;80
27;98
31;15
31;43
31;49
31;57
31;62
31;82
31;93
52;24
52;38
52;39
52;42
52;53
52;58
52;60
52;62
52;63
52;87
52;97
57;33
57;44
57;54
57;61
57;67
57;68
57;86
57;92
6;20
6;26
6;3
6;31
6;46
6;83
6;86
75;18
75;32
75;43
75;58
75;60
75;64
75;66
75;79
75;95
89;29
89;39
89;4
89;47
89;6
89;73
89;95
89;99
97;0
97;14
97;25
97;29
97;35
97;42
97;46
97;48
97;53
97;74
97;84
97;89
97;93
97;98
