26;14
20;70
0;51
69;79
52;51
6;51
28;22
47;80
84;18
93;70
5;4
35;20
76;27
0;88
11;36
67;14
30;8
62;61
85;7
24;32
98;0
10;54
28;5
43;29
71;23
34;19
34;37
24;5
62;25
18;80
48;68
98;16
72;80
95;6
66;81
44;70
83;95
66;8
48;91
77;82
42;20
23;32
94;59
11;89
3;39
19;17
73;78
24;80
38;93
59;66
67;41
30;25
46;99
91;33
84;35
82;71
7;53
24;26
63;4
0;38
3;71
27;73
29;63
91;0
27;40
69;89
17;75
82;46
86;34
51;35
62;56
73;74
52;98
56;76
10;60
45;44
55;85
48;49
53;86
34;76
11;69
10;43
56;75
32;18
2;66
18;33
10;12
93;30
1;37
64;31
96;17
70;11
53;70
1;65
17;93
38;78
34;57
14;61
82;7
57;36
