18;64
56;1
85;71
33;24
14;42
68;26
3;15
99;65
52;13
7;50
89;48
85;8
28;94
84;26
91;27
58;51
72;45
66;98
54;0
58;85
64;38
12;64
32;30
73;55
83;48
43;53
36;27
24;82
64;60
44;16
56;5
82;43
72;14
77;87
0;89
7;71
76;99
33;67
30;23
31;82
74;64
36;12
27;99
93;27
28;61
63;43
42;8
50;48
67;20
83;37
86;10
72;77
91;86
94;47
76;64
87;38
5;45
73;12
26;79
2;19
39;61
1;20
13;75
85;46
39;21
38;92
73;70
63;36
36;45
76;19
5;46
89;37
87;91
25;55
1;19
86;22
6;62
30;22
98;31
63;65
87;93
24;74
17;94
20;81
17;2
2;76
26;0
79;4
7;77
78;12
77;63
64;88
25;7
15;30
64;66
40;92
59;23
92;86
24;51
77;19
