90;1
75;69
81;36
80;70
1;43
74;82
50;66
30;19
50;56
33;15
56;52
7;1
61;13
29;63
69;28
54;34
69;67
86;18
9;45
90;29
88;8
65;93
9;2
26;76
16;12
51;47
2;5
66;35
15;54
25;80
15;50
55;69
89;55
91;72
48;71
86;10
32;36
1;38
51;69
13;55
21;90
16;48
64;4
99;33
66;68
42;74
27;60
15;55
14;94
5;65
66;48
43;42
87;84
31;74
55;87
66;82
97;43
10;92
5;44
33;46
64;61
29;39
22;57
10;25
89;2
1;56
36;99
59;39
33;64
70;3
15;2
42;30
53;47
81;37
53;71
11;82
36;38
40;42
27;29
79;9
96;79
2;98
14;58
80;3
56;17
90;65
58;21
76;63
96;77
41;77
48;60
83;93
33;85
89;43
88;28
75;39
45;85
39;99
87;74
37;18
