0;83
1;21
1;88
10;0
11;40
11;94
12;16
12;4
12;78
13;6
14;56
16;38
16;83
17;13
18;64
19;26
2;89
21;77
23;14
24;30
24;98
25;13
25;49
26;54
27;11
27;85
29;47
3;81
30;68
31;84
33;49
37;13
37;56
38;75
39;33
4;28
41;27
41;37
41;77
42;4
42;52
43;34
46;42
47;59
48;6
49;65
49;85
5;78
52;66
53;10
53;31
54;64
54;92
56;64
58;93
59;41
6;36
6;61
6;99
61;66
62;26
62;44
62;84
64;0
65;3
65;74
67;40
67;76
68;32
69;80
69;96
7;94
72;37
73;22
73;61
73;97
74;2
78;33
78;50
78;72
79;30
81;77
82;38
85;64
88;18
88;19
88;85
89;65
89;71
9;40
9;92
9;96
91;29
92;2
94;19
96;19
96;31
97;38
99;15
21;45
