27;60
99;91
29;39
34;11
33;85
47;67
58;40
72;41
46;4
8;34
95;19
94;22
47;24
36;83
70;33
7;44
45;79
5;58
75;78
92;11
47;51
64;36
96;65
69;40
2;79
98;66
3;78
36;88
89;37
53;30
36;23
4;58
85;78
25;85
40;86
17;44
87;33
33;8
87;27
26;66
53;65
35;36
8;97
94;92
45;30
93;37
92;31
81;64
51;60
84;35
9;22
8;72
82;38
13;92
20;17
86;95
60;71
79;96
44;24
80;75
11;20
56;82
43;88
17;4
14;83
60;39
41;3
89;11
93;31
72;45
22;36
27;14
84;69
35;96
90;72
30;64
95;39
25;1
34;74
22;46
1;88
61;58
69;79
45;40
18;83
61;63
32;59
30;76
16;29
20;78
42;25
50;76
92;79
41;30
38;41
32;21
87;54
46;45
64;43
88;34
