14;20
36;45
47;54
47;40
27;67
51;7
4;5
51;20
16;59
35;2
70;89
70;31
52;88
83;92
9;84
44;85
8;6
93;97
42;25
91;52
75;61
99;35
50;35
89;6
74;44
43;94
33;30
42;11
65;46
39;75
55;39
55;62
46;40
64;80
68;27
38;8
81;36
51;32
41;3
25;31
71;63
72;53
58;55
25;24
13;4
37;61
92;16
9;99
68;15
95;84
96;30
6;16
37;79
62;78
21;32
67;86
27;23
91;30
88;46
56;63
46;52
75;13
93;51
12;41
73;66
28;81
47;12
20;68
54;12
44;20
11;65
91;73
10;91
23;11
62;6
52;14
55;92
46;68
49;99
49;39
16;42
66;44
40;20
20;83
69;32
23;61
96;69
94;34
40;35
55;83
31;51
74;6
98;10
17;11
2;70
88;35
37;14
19;62
62;28
41;53
