52;25
65;27
69;82
33;94
75;26
3;96
82;58
3;89
0;17
45;39
54;91
63;19
95;79
41;90
41;81
50;39
2;32
19;60
96;83
35;85
96;13
47;20
48;22
46;41
37;33
50;4
96;48
72;2
26;82
26;85
76;7
83;88
54;60
67;16
20;79
93;73
70;31
90;24
51;58
83;51
97;63
69;19
32;20
6;81
79;71
54;98
3;81
18;84
88;81
96;63
23;17
50;74
8;28
71;49
98;58
28;1
64;74
21;25
1;99
95;43
16;13
86;73
86;79
33;62
66;88
13;63
63;98
14;77
20;69
15;74
9;51
18;76
15;22
56;66
88;39
24;99
29;0
85;46
1;29
4;48
0;88
42;23
8;38
71;64
65;86
10;13
98;94
69;67
36;70
12;45
12;18
50;61
96;39
37;7
99;26
18;38
15;34
23;11
21;85
67;12
