35;37
17;71
10;24
9;2
12;37
60;42
85;10
7;94
70;43
58;81
31;73
68;59
81;8
82;96
17;35
85;4
70;92
43;11
99;86
84;77
2;27
67;64
19;51
2;17
70;12
84;95
8;44
48;4
58;61
22;65
67;46
17;29
30;21
35;45
39;46
89;15
31;9
66;19
14;11
13;63
3;41
63;74
66;98
40;45
60;88
36;76
62;7
67;89
64;98
11;77
89;49
15;1
29;7
39;30
48;40
99;76
47;70
84;83
72;55
40;55
53;51
57;99
76;54
32;70
71;60
53;75
93;12
69;90
61;19
79;7
39;81
7;8
14;66
35;52
18;14
77;78
74;39
50;55
25;11
8;79
53;77
17;84
87;76
28;88
84;72
67;69
32;98
83;47
34;89
86;41
7;67
62;45
64;87
44;28
98;68
32;0
73;22
4;42
26;91
77;70
