23;27
70;57
18;2
80;20
19;51
57;88
43;25
56;8
11;8
6;39
16;53
70;66
91;96
51;26
94;21
62;63
82;81
71;50
59;81
52;41
25;50
46;38
46;44
73;99
55;76
82;99
7;51
7;55
70;51
28;7
14;97
54;90
45;60
83;69
55;43
45;47
0;82
71;47
73;68
60;73
42;10
35;43
68;90
23;25
47;89
52;2
87;30
64;66
76;46
37;58
82;30
91;88
90;34
12;28
80;67
16;31
78;70
79;83
52;34
36;29
39;26
46;45
61;94
95;11
39;77
77;80
29;25
88;89
92;30
16;59
99;58
52;23
17;88
39;15
64;0
70;62
37;40
90;56
27;61
3;60
43;16
64;71
2;19
26;21
34;20
11;23
97;26
83;39
75;57
48;69
33;44
16;3
72;68
75;83
46;84
81;5
52;89
29;19
4;8
39;56
