6;50
31;3
10;43
10;15
27;40
89;65
31;16
57;24
31;53
52;97
52;23
52;69
57;72
6;13
75;67
27;64
10;73
27;87
75;41
31;41
16;61
23;60
23;56
27;67
52;84
89;94
52;76
75;28
27;35
97;63
52;30
89;64
6;75
89;54
52;26
97;68
89;69
52;85
23;61
89;83
27;2
27;9
57;83
97;10
23;80
75;31
97;94
31;6
6;30
89;26
27;97
31;28
89;85
31;54
10;89
10;25
75;23
97;66
75;78
23;81
57;5
16;84
16;32
89;36
10;7
97;98
75;9
16;89
57;38
16;97
75;37
97;92
97;34
23;3
6;56
23;77
75;35
57;34
97;62
57;47
10;46
89;70
57;0
89;47
6;38
10;26
75;22
75;7
31;40
52;83
10;31
52;29
97;88
6;80
57;80
97;28
52;41
16;27
52;68
75;87
