79;86
52;27
82;37
78;89
44;46
43;62
91;6
86;78
10;97
33;79
46;55
66;53
94;1
76;83
56;12
29;92
62;89
32;52
33;5
32;30
14;45
42;39
26;76
93;97
77;97
59;56
55;14
20;36
83;6
81;60
52;97
35;62
0;32
79;34
7;18
0;72
41;16
45;88
10;70
89;1
65;5
64;96
57;30
0;98
34;15
56;21
65;18
12;33
14;78
41;23
10;16
33;55
69;65
99;28
66;59
19;86
70;24
52;9
28;65
91;32
5;15
21;41
37;67
26;74
22;33
26;11
85;42
48;99
59;8
68;56
33;96
97;16
46;93
80;16
72;76
61;48
2;16
61;58
36;97
11;50
9;62
21;78
72;28
78;85
37;26
9;80
53;29
72;97
36;48
1;85
19;33
94;54
5;88
49;35
53;55
92;49
59;10
6;88
0;31
60;65
