65;99
91;68
76;41
19;12
47;13
21;61
58;95
11;30
1;7
95;47
49;46
68;61
95;97
52;98
93;40
52;74
55;44
34;54
58;40
66;71
0;26
85;22
89;16
90;73
61;52
4;22
41;20
44;80
66;12
68;22
5;10
18;86
10;79
71;45
63;18
96;51
96;50
82;15
84;7
18;30
96;78
86;97
16;31
44;39
16;60
81;12
5;68
57;88
86;46
98;10
98;88
31;15
61;29
20;55
80;83
39;73
70;26
28;23
17;11
45;1
27;44
29;31
82;91
62;11
97;44
81;36
79;33
14;73
63;48
10;86
25;58
79;96
29;51
66;92
78;67
60;26
31;48
77;38
99;44
10;14
16;52
32;62
84;59
52;66
38;88
38;66
86;88
39;58
56;96
42;44
68;26
58;35
85;82
25;43
73;0
59;94
69;2
90;86
29;77
53;34
