58;54
76;24
2;55
36;39
6;24
4;25
2;4
74;38
84;21
77;49
47;57
21;79
89;22
79;92
72;24
72;6
94;34
3;36
17;37
82;83
80;32
26;51
70;23
44;64
91;27
16;97
45;61
30;0
93;7
79;4
14;74
71;88
44;32
77;69
12;45
33;80
79;23
33;12
28;76
87;61
32;6
87;64
91;16
82;1
59;20
22;37
68;44
51;4
83;24
82;10
8;95
85;42
13;62
98;79
28;45
30;56
42;38
76;79
0;56
99;67
7;26
86;33
97;96
59;53
86;50
76;59
84;54
22;13
51;97
1;79
32;36
5;19
90;28
97;18
78;20
8;60
87;80
26;42
4;66
69;81
56;44
89;45
23;24
93;27
48;82
71;50
51;41
52;99
77;56
95;81
96;91
56;17
83;30
73;77
19;92
16;36
25;23
78;14
6;89
84;83
