89;80
38;68
76;32
0;93
11;68
64;0
56;40
76;26
33;76
13;37
13;66
84;19
70;31
58;87
64;88
83;51
59;62
27;18
75;47
86;3
91;21
41;25
58;49
29;67
37;84
36;11
20;1
56;98
48;99
85;35
57;64
12;24
90;57
34;74
8;79
20;78
65;92
80;12
70;59
89;87
80;59
94;60
3;78
29;12
96;77
91;99
90;98
59;79
54;97
96;21
27;39
73;82
95;57
14;8
5;91
9;17
8;90
47;12
6;87
65;70
34;79
19;24
45;51
15;59
83;70
52;90
36;91
37;1
54;85
99;53
68;22
78;72
66;56
85;52
89;93
56;95
48;66
3;12
24;83
87;29
27;31
78;64
33;89
14;33
36;28
31;67
20;58
20;69
11;20
18;4
28;62
41;26
37;14
42;89
37;89
92;73
98;39
29;23
12;66
44;85
