60;45
10;24
99;31
83;97
9;10
25;92
66;3
39;89
26;63
38;45
57;51
58;25
46;47
80;12
7;43
49;31
86;64
38;44
91;57
8;34
68;31
92;39
31;44
69;77
6;36
89;22
70;23
79;24
65;67
35;2
40;58
27;93
80;47
20;98
27;89
50;17
31;77
18;7
92;95
96;99
56;92
92;67
36;3
9;27
89;40
25;3
21;59
0;73
69;45
97;40
28;25
42;44
65;83
94;86
17;30
28;27
84;0
6;79
52;36
6;63
99;18
88;99
84;68
21;74
48;16
28;98
59;98
48;37
52;8
82;76
28;91
20;67
27;29
73;82
58;32
21;37
8;13
37;22
45;50
82;29
77;84
29;57
29;28
41;21
70;15
81;71
85;92
74;44
45;43
5;45
15;85
37;30
63;0
18;32
43;12
17;61
5;37
4;40
37;52
13;31
