0;29
53;37
79;36
36;7
71;11
37;80
53;68
4;42
13;87
77;18
26;40
10;75
4;23
27;55
45;22
16;93
66;90
55;21
61;75
15;79
6;53
61;99
97;73
24;83
44;67
30;48
36;67
98;20
42;17
66;17
4;21
87;58
82;19
89;71
29;7
48;86
61;41
53;42
12;36
36;62
11;57
25;89
1;0
56;91
42;22
66;35
54;64
73;42
8;21
76;96
88;97
95;71
32;52
9;6
34;16
53;79
25;71
52;11
93;44
98;96
85;99
82;15
60;36
51;56
62;42
89;63
82;1
47;55
42;78
10;70
27;75
9;93
53;26
66;8
24;72
6;74
63;70
90;71
40;14
31;45
17;2
52;21
48;41
94;99
45;1
71;23
99;31
0;43
70;38
97;63
92;61
70;66
0;66
24;91
38;72
49;24
98;7
34;11
99;39
11;53
