29;86
86;57
2;15
9;55
31;94
55;53
31;33
93;53
53;54
77;62
17;49
53;73
79;0
57;77
56;1
15;74
8;40
7;6
20;77
77;79
63;95
84;7
33;58
38;87
57;21
50;11
28;52
86;66
77;14
16;59
14;71
10;99
92;28
55;37
48;1
29;32
90;17
63;89
31;52
32;19
35;30
55;16
87;45
6;52
17;78
13;46
85;27
90;8
50;55
68;3
52;27
9;68
18;82
4;14
83;34
74;43
6;44
93;99
0;47
87;96
96;6
51;45
26;30
35;9
6;91
47;18
22;56
78;55
0;20
66;37
26;5
6;12
74;4
59;67
62;91
76;2
1;41
40;68
46;54
47;58
73;97
52;68
2;69
33;12
36;69
66;58
50;7
78;40
69;21
53;89
55;13
42;28
75;41
61;40
25;30
7;85
43;23
69;38
17;42
65;13
