40;91
64;15
28;33
55;49
5;3
41;49
22;65
72;11
92;85
59;43
6;94
6;19
78;53
49;14
63;25
6;8
30;62
33;21
47;50
99;33
48;51
85;69
3;33
23;3
74;78
5;57
35;99
78;17
36;67
86;68
8;42
51;67
43;42
96;56
27;15
63;76
87;48
26;79
38;73
92;47
61;88
95;52
14;16
96;29
7;97
62;8
70;35
4;47
48;6
0;37
89;45
4;74
69;72
9;80
20;17
62;37
20;67
19;73
66;70
16;47
73;35
66;27
52;84
42;29
19;82
19;20
64;33
5;1
35;30
37;20
86;16
47;66
62;75
34;5
26;75
22;47
35;44
84;20
32;36
87;76
52;82
15;43
68;34
13;74
96;76
73;31
63;37
63;43
55;7
88;90
44;32
21;78
90;17
4;96
55;37
32;0
55;48
52;53
2;33
42;27
